playId,gameId,run_type
80,2022090800,qb_scramble
146,2022090800,power
896,2022090800,outside_zone
1385,2022090800,hb_sweep
2072,2022090800,power
2360,2022090800,inside_zone
2464,2022090800,qb_scramble
2485,2022090800,outside_zone
2506,2022090800,outside_zone
2712,2022090800,zone_read
2839,2022090800,rb_screen
3304,2022090800,counter
78,2022091100,hb_sweep
301,2022091100,inside_zone
741,2022091100,inside_zone
807,2022091100,inside_zone
870,2022091100,outside_zone
1046,2022091100,inside_zone
1067,2022091100,read_option
1260,2022091100,outside_zone
2048,2022091100,inside_zone
2114,2022091100,power
2183,2022091100,inside_zone
2332,2022091100,inside_zone
2353,2022091100,inside_zone
2640,2022091100,read_option
2683,2022091100,qb_scramble
2720,2022091100,outside_zone
3334,2022091100,hb_sweep
3926,2022091100,read_option
158,2022091101,inside_zone
213,2022091101,counter
251,2022091101,hb_sweep
521,2022091101,hb_sweep
620,2022091101,inside_zone
641,2022091101,inside_zone
993,2022091101,power
2051,2022091101,inside_zone
2365,2022091101,outside_zone
2386,2022091101,inside_zone
2478,2022091101,power
2501,2022091101,hb_toss
2909,2022091101,reverse
3357,2022091101,inside_zone
3378,2022091101,inside_zone
145,2022091102,jet_sweep
698,2022091102,inside_zone
1029,2022091102,inside_zone
1162,2022091102,inside_zone
1363,2022091102,hb_toss
1588,2022091102,inside_zone
1869,2022091102,inside_zone
1907,2022091102,qb_scramble
2238,2022091102,outside_zone
2281,2022091102,hb_toss
2415,2022091102,inside_zone
2837,2022091102,qb_scramble
3315,2022091102,qb_draw
3449,2022091102,qb_scramble
4019,2022091102,inside_zone
274,2022091103,inside_zone
319,2022091103,hb_toss
764,2022091103,power
1016,2022091103,qb_scramble
1105,2022091103,jet_sweep
1315,2022091103,outside_zone
1363,2022091103,inside_zone
1589,2022091103,hb_toss
1947,2022091103,inside_zone
2037,2022091103,outside_zone
2315,2022091103,hb_toss
2719,2022091103,outside_zone
3680,2022091103,jet_sweep
844,2022091104,qb_scramble
1020,2022091104,outside_zone
1207,2022091104,power
1826,2022091104,inside_zone
1917,2022091104,inside_zone
1986,2022091104,hb_toss
2269,2022091104,read_option
2447,2022091104,counter
2641,2022091104,qb_scramble
2995,2022091104,qb_scramble
3016,2022091104,counter
3286,2022091104,outside_zone
3821,2022091104,read_option
3899,2022091104,qb_scramble
4372,2022091104,power
4410,2022091104,inside_zone
315,2022091105,qb_scramble
1236,2022091105,hb_toss
2796,2022091105,inside_zone
3503,2022091105,inside_zone
3670,2022091105,inside_zone
3812,2022091105,power
4352,2022091105,counter
338,2022091106,outside_zone
499,2022091106,hb_toss
998,2022091106,reverse
1019,2022091106,hb_toss
2584,2022091106,jet_sweep
2935,2022091106,hb_toss
3399,2022091106,counter
68,2022091107,power
254,2022091107,counter
330,2022091107,hb_toss
2340,2022091107,power
2659,2022091107,power
104,2022091108,qb_scramble
751,2022091108,counter
994,2022091108,outside_zone
1039,2022091108,inside_zone
1333,2022091108,hb_toss
1853,2022091108,outside_zone
2473,2022091108,outside_zone
2615,2022091108,inside_zone
2846,2022091108,jet_sweep
3063,2022091108,qb_scramble
3177,2022091108,inside_zone
3251,2022091108,trick_play
863,2022091109,jet_sweep
957,2022091109,inside_zone
1499,2022091109,hb_toss
2267,2022091109,inside_zone
2383,2022091109,outside_zone
2941,2022091109,inside_zone
3156,2022091109,inside_zone
3208,2022091109,inside_zone
3523,2022091109,qb_scramble
4117,2022091109,outside_zone
4474,2022091109,inside_zone
347,2022091110,broken_play
379,2022091110,qb_scramble
460,2022091110,inside_zone
1047,2022091110,inside_zone
1494,2022091110,counter
2744,2022091110,qb_scramble
3471,2022091110,inside_zone
499,2022091111,power
1612,2022091111,outside_zone
1706,2022091111,inside_zone
2946,2022091111,jet_sweep
2967,2022091111,inside_zone
3554,2022091111,outside_zone
1260,2022091112,inside_zone
2225,2022091112,outside_zone
2294,2022091112,hb_sweep
2981,2022091112,inside_zone
3416,2022091112,outside_zone
3589,2022091112,inside_zone
179,2022091113,hb_toss
246,2022091113,read_option
444,2022091113,inside_zone
489,2022091113,inside_zone
510,2022091113,inside_zone
1059,2022091113,jet_sweep
1415,2022091113,inside_zone
1566,2022091113,read_option
1984,2022091113,
2180,2022091113,
2262,2022091113,
2377,2022091113,inside_zone
3642,2022091113,
741,2022091200,outside_zone
2292,2022091200,outside_zone
2613,2022091200,outside_zone
1279,2022091500,outside_zone
1410,2022091500,counter
1577,2022091500,inside_zone
2025,2022091500,hb_toss
2046,2022091500,power
3224,2022091500,inside_zone
165,2022091800,outside_zone
645,2022091800,inside_zone
785,2022091800,power
1401,2022091800,outside_zone
2172,2022091800,reverse
3179,2022091800,power
577,2022091801,reverse
645,2022091801,qb_scramble
885,2022091801,hb_toss
1112,2022091801,inside_zone
1391,2022091801,hb_toss
1568,2022091801,outside_zone
2138,2022091801,jet_sweep
2972,2022091801,qb_scramble
3016,2022091801,outside_zone
3462,2022091801,outside_zone
203,2022091802,hb_sweep
567,2022091802,inside_zone
880,2022091802,outside_zone
1282,2022091802,inside_zone
1670,2022091802,outside_zone
2064,2022091802,inside_zone
2330,2022091802,outside_zone
2585,2022091802,inside_zone
2922,2022091802,jet_sweep
2969,2022091802,outside_zone
3019,2022091802,reverse
3194,2022091802,counter
3241,2022091802,outside_zone
3603,2022091802,qb_scramble
240,2022091803,hb_toss
495,2022091803,rb_screen
1840,2022091803,hb_toss
2395,2022091803,inside_zone
3247,2022091803,read_option
3396,2022091803,hb_toss
80,2022091804,power
450,2022091804,counter
531,2022091804,inside_zone
1609,2022091804,inside_zone
2685,2022091804,power
2847,2022091804,inside_zone
3308,2022091804,outside_zone
465,2022091805,inside_zone
616,2022091805,counter
697,2022091805,inside_zone
718,2022091805,inside_zone
823,2022091805,hb_toss
954,2022091805,power
1296,2022091805,inside_zone
1629,2022091805,read_option
2088,2022091805,power
2675,2022091805,inside_zone
2876,2022091805,inside_zone
3181,2022091805,counter
3313,2022091805,inside_zone
253,2022091806,counter
2103,2022091806,power
2789,2022091806,jet_sweep
2884,2022091806,outside_zone
3338,2022091806,outside_zone
80,2022091807,inside_zone
212,2022091807,inside_zone
488,2022091807,outside_zone
533,2022091807,inside_zone
926,2022091807,outside_zone
1083,2022091807,outside_zone
1196,2022091807,inside_zone
2396,2022091807,inside_zone
2706,2022091807,hb_toss
2881,2022091807,outside_zone
3022,2022091807,outside_zone
3189,2022091807,hb_toss
3518,2022091807,inside_zone
3569,2022091807,outside_zone
122,2022091808,outside_zone
199,2022091808,inside_zone
1148,2022091808,hb_toss
1494,2022091808,inside_zone
2287,2022091808,outside_zone
630,2022091809,inside_zone
1360,2022091809,counter
2445,2022091809,inside_zone
3158,2022091809,counter
3203,2022091809,inside_zone
215,2022091810,hb_toss
2511,2022091810,outside_zone
2605,2022091810,power
2764,2022091810,inside_zone
2785,2022091810,hb_toss
2830,2022091810,outside_zone
2964,2022091810,outside_zone
3277,2022091810,inside_zone
3667,2022091810,outside_zone
227,2022091811,outside_zone
2631,2022091811,hb_toss
2892,2022091811,read_option
4345,2022091811,read_option
504,2022091812,hb_toss
599,2022091812,inside_zone
1401,2022091812,hb_toss
1603,2022091812,outside_zone
1624,2022091812,inside_zone
2129,2022091812,outside_zone
2150,2022091812,counter
2382,2022091812,power
2641,2022091812,hb_toss
2831,2022091812,qb_scramble
3047,2022091812,outside_zone
3298,2022091812,outside_zone
1116,2022091900,hb_toss
2828,2022091900,inside_zone
3577,2022091900,inside_zone
3671,2022091900,outside_zone
3732,2022091900,outside_zone
237,2022091901,qb_scramble
1156,2022091901,hb_sweep
2635,2022091901,qb_scramble
2685,2022091901,counter
3599,2022091901,inside_zone
214,2022092200,inside_zone
622,2022092200,power
1052,2022092200,counter
1232,2022092200,power
1398,2022092200,inside_zone
1419,2022092200,counter
1686,2022092200,inside_zone
1707,2022092200,inside_zone
1735,2022092200,inside_zone
2537,2022092200,counter
3007,2022092200,counter
3093,2022092200,outside_zone
3114,2022092200,inside_zone
3200,2022092200,power
87,2022092500,hb_toss
454,2022092500,power
586,2022092500,outside_zone
2173,2022092500,power
134,2022092501,outside_zone
417,2022092501,counter
481,2022092501,inside_zone
531,2022092501,inside_zone
612,2022092501,counter
745,2022092501,hb_toss
979,2022092501,counter
1122,2022092501,inside_zone
1278,2022092501,hb_sweep
1475,2022092501,inside_zone
1496,2022092501,hb_sweep
2108,2022092501,outside_zone
2236,2022092501,inside_zone
2585,2022092501,outside_zone
2606,2022092501,outside_zone
2816,2022092501,power
2837,2022092501,inside_zone
3182,2022092501,jet_sweep
86,2022092502,inside_zone
182,2022092502,inside_zone
870,2022092502,inside_zone
1469,2022092502,inside_zone
2337,2022092502,qb_scramble
2632,2022092502,inside_zone
2653,2022092502,outside_zone
3662,2022092502,inside_zone
143,2022092503,hb_toss
1405,2022092503,power
1670,2022092503,inside_zone
2352,2022092503,qb_scramble
2517,2022092503,inside_zone
3688,2022092503,inside_zone
63,2022092504,counter
691,2022092504,inside_zone
712,2022092504,inside_zone
779,2022092504,power
1130,2022092504,inside_zone
1151,2022092504,inside_zone
1549,2022092504,inside_zone
2260,2022092504,inside_zone
2281,2022092504,inside_zone
2302,2022092504,qb_scramble
2402,2022092504,inside_zone
2639,2022092504,counter
3192,2022092504,inside_zone
3452,2022092504,oout
3660,2022092504,inside_zone
3778,2022092504,power
3799,2022092504,inside_zone
4067,2022092504,counter
633,2022092505,counter
1001,2022092505,hb_toss
1326,2022092505,inside_zone
1600,2022092505,read_option
2072,2022092505,counter
2627,2022092505,counter
2867,2022092505,qb_scramble
3252,2022092505,power
3416,2022092505,hb_toss
3560,2022092505,counter
1185,2022092506,outside_zone
1434,2022092506,inside_zone
3724,2022092506,outside_zone
3929,2022092506,outside_zone
4138,2022092506,outside_zone
1254,2022092507,inside_zone
1914,2022092507,inside_zone
1967,2022092507,hb_sweep
2600,2022092507,outside_zone
2731,2022092507,inside_zone
2832,2022092507,hb_toss
580,2022092508,counter
625,2022092508,inside_zone
720,2022092508,inside_zone
1067,2022092508,counter
1088,2022092508,qb_scramble
1422,2022092508,jet_sweep
2154,2022092508,broken_play
2409,2022092508,inside_zone
2804,2022092508,inside_zone
3155,2022092508,outside_zone
3195,2022092508,qb_scramble
3644,2022092508,power
3665,2022092508,read_option
213,2022092509,outside_zone
765,2022092509,outside_zone
786,2022092509,qb_scramble
1241,2022092509,power
2829,2022092509,read_option
2997,2022092509,outside_zone
504,2022092510,outside_zone
603,2022092510,hb_toss
1683,2022092510,power
2583,2022092510,inside_zone
3101,2022092510,power
3686,2022092510,qb_scramble
3752,2022092510,qb_scramble
55,2022092511,outside_zone
352,2022092511,counter
791,2022092511,qb_scramble
1289,2022092511,outside_zone
1413,2022092511,inside_zone
1670,2022092511,outside_zone
2181,2022092511,outside_zone
2520,2022092511,jet_sweep
2541,2022092511,outside_zone
2772,2022092511,outside_zone
3236,2022092511,power
78,2022092512,counter
99,2022092512,counter
194,2022092512,counter
470,2022092512,counter
944,2022092512,hb_toss
1257,2022092512,inside_zone
1778,2022092512,hb_sweep
1855,2022092512,counter
1876,2022092512,counter
2299,2022092512,hb_sweep
2498,2022092512,hb_toss
603,2022092513,hb_toss
635,2022092513,counter
736,2022092513,inside_zone
798,2022092513,hb_toss
843,2022092513,hb_toss
1434,2022092513,hb_toss
2225,2022092513,hb_toss
3257,2022092513,hb_toss
3589,2022092513,inside_zone
3814,2022092513,hb_toss
617,2022092600,power
934,2022092600,jet_sweep
1514,2022092600,hb_toss
1557,2022092600,outside_zone
1604,2022092600,outside_zone
2318,2022092600,outside_zone
2495,2022092600,inside_zone
251,2022092900,power
615,2022092900,rb_screen
639,2022092900,outside_zone
883,2022092900,counter
1132,2022092900,hb_toss
1233,2022092900,hb_sweep
2469,2022092900,hb_toss
2779,2022092900,power
2896,2022092900,inside_zone
3329,2022092900,hb_toss
678,2022100200,counter
864,2022100200,inside_zone
1162,2022100200,power
2467,2022100200,outside_zone
2488,2022100200,outside_zone
3139,2022100200,power
3349,2022100200,outside_zone
200,2022100201,inside_zone
655,2022100201,inside_zone
716,2022100201,hb_toss
895,2022100201,counter
1064,2022100201,power
1797,2022100201,inside_zone
1881,2022100201,counter
2105,2022100201,inside_zone
2231,2022100201,read_option
2471,2022100201,hb_toss
2492,2022100201,inside_zone
2513,2022100201,outside_zone
2642,2022100201,inside_zone
2753,2022100201,counter
2922,2022100201,outside_zone
3001,2022100201,outside_zone
3255,2022100201,hb_sweep
3434,2022100201,outside_zone
245,2022100202,outside_zone
988,2022100202,counter
1894,2022100202,inside_zone
2373,2022100202,qb_scramble
2913,2022100202,counter
3405,2022100202,inside_zone
326,2022100203,read_option
530,2022100203,hb_toss
937,2022100203,read_option
1443,2022100203,inside_zone
2292,2022100203,outside_zone
2398,2022100203,outside_zone
2842,2022100203,qb_scramble
2928,2022100203,inside_zone
3079,2022100203,hb_sweep
244,2022100204,outside_zone
1022,2022100204,power
1745,2022100204,outside_zone
2539,2022100204,inside_zone
2606,2022100204,outside_zone
3062,2022100204,outside_zone
3240,2022100204,outside_zone
3540,2022100204,outside_zone
3974,2022100204,broken_play
87,2022100205,outside_zone
282,2022100205,counter
443,2022100205,inside_zone
820,2022100205,hb_toss
1133,2022100205,counter
1243,2022100205,outside_zone
1264,2022100205,jet_sweep
1306,2022100205,counter
1497,2022100205,counter
1547,2022100205,coou
1793,2022100205,outside_zone
1960,2022100205,inside_zone
2065,2022100205,power
2356,2022100205,hb_toss
2986,2022100205,inside_zone
3503,2022100205,inside_zone
3693,2022100205,power
56,2022100206,power
260,2022100206,inside_zone
484,2022100206,inside_zone
568,2022100206,power
593,2022100206,outside_zone
856,2022100206,inside_zone
917,2022100206,hb_toss
1131,2022100206,hb_toss
1653,2022100206,inside_zone
1674,2022100206,inside_zone
2176,2022100206,hb_toss
2702,2022100206,hb_toss
3306,2022100206,hb_sweep
77,2022100207,inside_zone
120,2022100207,inside_zone
165,2022100207,inside_zone
186,2022100207,power
832,2022100207,outside_zone
1137,2022100207,inside_zone
1202,2022100207,hb_toss
2288,2022100207,inside_zone
2356,2022100207,inside_zone
2422,2022100207,inside_zone
3211,2022100207,inside_zone
56,2022100208,outside_zone
256,2022100208,outside_zone
431,2022100208,inside_zone
452,2022100208,read_option
473,2022100208,outside_zone
605,2022100208,power
1067,2022100208,hb_toss
1164,2022100208,inside_zone
1242,2022100208,inside_zone
1327,2022100208,inside_zone
2085,2022100208,inside_zone
2543,2022100208,qb_scramble
2984,2022100208,read_option
3184,2022100208,qb_scramble
3340,2022100208,outside_zone
3626,2022100208,inside_zone
501,2022100209,counter
617,2022100209,hb_sweep
1182,2022100209,outside_zone
1431,2022100209,inside_zone
1476,2022100209,inside_zone
1560,2022100209,inside_zone
2315,2022100209,outside_zone
2431,2022100209,hb_sweep
2563,2022100209,read_option
2584,2022100209,inside_zone
2631,2022100209,inside_zone
2652,2022100209,inside_zone
2673,2022100209,inside_zone
3053,2022100209,outside_zone
3175,2022100209,inside_zone
3445,2022100209,inside_zone
941,2022100210,inside_zone
1039,2022100210,hb_toss
2462,2022100210,counter
4066,2022100210,inside_zone
150,2022100211,outside_zone
685,2022100211,outside_zone
798,2022100211,inside_zone
819,2022100211,inside_zone
1244,2022100211,power
1265,2022100211,reverse
1565,2022100211,inside_zone
1593,2022100211,inside_zone
1944,2022100211,hb_toss
2277,2022100211,outside_zone
2457,2022100211,inside_zone
2523,2022100211,inside_zone
2635,2022100211,counter
2679,2022100211,inside_zone
2751,2022100211,outside_zone
2949,2022100211,inside_zone
3449,2022100211,outside_zone
3823,2022100211,outside_zone
3987,2022100211,outside_zone
349,2022100212,hb_toss
1525,2022100212,counter
1549,2022100212,outside_zone
1840,2022100212,qb_scramble
2007,2022100212,outside_zone
2094,2022100212,counter
2686,2022100212,inside_zone
3477,2022100212,hb_toss
3498,2022100212,inside_zone
527,2022100213,outside_zone
593,2022100213,read_option
669,2022100213,power
857,2022100213,hb_toss
942,2022100213,counter
1042,2022100213,counter
1531,2022100213,counter
3603,2022100213,counter
3871,2022100213,inside_zone
4036,2022100213,outside_zone
251,2022100300,inside_zone
367,2022100300,inside_zone
799,2022100300,hb_toss
892,2022100300,counter
2385,2022100300,hb_toss
2714,2022100300,outside_zone
3020,2022100300,power
90,2022100600,counter
810,2022100600,outside_zone
831,2022100600,hb_toss
2657,2022100600,reverse
2699,2022100600,inside_zone
3576,2022100600,inside_zone
3744,2022100600,power
1088,2022100900,hb_toss
2396,2022100900,counter
2687,2022100900,hb_toss
3183,2022100900,read_option
344,2022100901,hb_toss
534,2022100901,inside_zone
816,2022100901,hb_toss
1128,2022100901,inside_zone
2463,2022100901,counter
2519,2022100901,hb_sweep
2642,2022100901,outside_zone
102,2022100902,inside_zone
601,2022100902,power
1100,2022100902,power
1368,2022100902,counter
1411,2022100902,outside_zone
1723,2022100902,outside_zone
1970,2022100902,counter
2089,2022100902,outside_zone
2778,2022100902,power
3017,2022100902,outside_zone
3062,2022100902,counter
3381,2022100902,outside_zone
3552,2022100902,hb_sweep
3573,2022100902,outside_zone
3687,2022100902,hb_sweep
3773,2022100902,outside_zone
4076,2022100902,outside_zone
265,2022100903,counter
286,2022100903,outside_zone
369,2022100903,outside_zone
529,2022100903,inside_zone
709,2022100903,counter
886,2022100903,outside_zone
1018,2022100903,outside_zone
1346,2022100903,inside_zone
1367,2022100903,inside_zone
2177,2022100903,reverse
2290,2022100903,hb_toss
2422,2022100903,hb_toss
2512,2022100903,outside_zone
3245,2022100903,hb_toss
3292,2022100903,outside_zone
781,2022100904,inside_zone
1562,2022100904,hb_toss
2426,2022100904,outside_zone
2532,2022100904,outside_zone
2740,2022100904,read_option
2824,2022100904,outside_zone
3150,2022100904,inside_zone
3463,2022100904,qb_scramble
3585,2022100904,outside_zone
538,2022100905,outside_zone
860,2022100905,outside_zone
886,2022100905,inside_zone
1320,2022100905,counter
1409,2022100905,outside_zone
1825,2022100905,inside_zone
2898,2022100905,hb_sweep
3561,2022100905,inside_zone
717,2022100906,counter
1301,2022100906,outside_zone
1739,2022100906,hb_toss
2324,2022100906,power
2763,2022100906,power
3633,2022100906,inside_zone
3748,2022100906,qb_scramble
3842,2022100906,counter
4041,2022100906,counter